City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
631,Porto Walter,BR,72.34,overcast clouds,-8.2686,-72.7439,Hotel Silva
633,Cabedelo,BR,74.07,broken clouds,-6.9811,-34.8339,Pousada Camboinha
635,Noumea,NC,80.58,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
638,Inta,RU,73.44,few clouds,66.0317,60.1659,Apartments in Inta city
640,Najran,SA,77.65,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
641,Bonaventure,CA,70.34,broken clouds,48.0457,-65.4926,Riôtel Bonaventure (N° établissement : 1271)
644,Saint-Pierre,RE,75.9,clear sky,-21.3393,55.4781,Alize Plage
645,Cururupu,BR,74.59,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
646,Rincon,US,83.86,clear sky,32.296,-81.2354,Days Inn Rincon
647,Rock Springs,US,75.04,clear sky,41.5875,-109.2029,Homewood Suites by Hilton Rock Springs
648,Zahirabad,IN,83.12,overcast clouds,17.6833,77.6167,SSS bachelor's
650,Ballina,AU,66.02,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
653,Willmar,US,68.02,clear sky,45.1219,-95.0433,Lakeview Inn
654,Eyl,SO,83.95,clear sky,7.9803,49.8164,Amiin Hotel
656,Kurchum,KZ,82.33,few clouds,48.5722,83.6542,"""Kneda"" Hotel"
657,Trussville,US,75.94,broken clouds,33.6198,-86.6089,Courtyard by Marriott Birmingham Trussville
658,Khor,RU,82.92,broken clouds,47.8861,134.9464,Gostinitsa Deksi
659,Kaohsiung,TW,83.03,moderate rain,22.6163,120.3133,御宿商旅-中山館
660,Margate,GB,65.89,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
663,Formosa Do Rio Preto,BR,67.08,clear sky,-11.0483,-45.1931,Porto Center Hotel
665,Raton,US,67.05,clear sky,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
667,Oktyabrskiy,RU,70.5,few clouds,54.4815,53.471,Гостиница Октябрьская
668,Port Keats,AU,82.99,few clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
669,Bilma,NE,84.58,scattered clouds,18.6853,12.9164,Expeditions Ténére voyages
670,Kyzyl-Suu,KG,70.57,scattered clouds,42.3414,78.0056,Gostinitsa Nur-Ordo
674,Puerto Escondido,MX,77.83,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
677,Ust-Tsilma,RU,71.17,clear sky,65.441,52.1498,U Praskov'i
679,Baiyin,CN,84.69,broken clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
681,Mabaruma,GY,73.0,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
684,Sulangan,PH,83.66,overcast clouds,11.1373,123.7228,Maia's Beach Resort
693,Morgan Hill,US,73.62,few clouds,37.1305,-121.6544,Residence Inn by Marriott San Jose South/Morgan Hill
694,San Clemente,US,78.17,scattered clouds,33.427,-117.612,Casablanca Inn
695,La Cruz,MX,75.33,overcast clouds,23.9167,-106.9,Jesús angel
696,Nouadhibou,MR,70.3,broken clouds,20.931,-17.0347,El Medina
701,Kuala Terengganu,MY,84.15,heavy intensity rain,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
702,Cordele,US,77.52,scattered clouds,31.9635,-83.7824,Ramada by Wyndham Cordele
703,Kontagora,NG,69.03,overcast clouds,10.3999,5.4695,Queens Guest Inn
707,Sambava,MG,72.66,light rain,-14.2667,50.1667,Melrose
709,Salalah,OM,75.29,light intensity drizzle,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
